No.,Manufacturer,Product Name,Source(Link),Category,Type
545,Eve,Eve Door & Window 3-Pack (Matter),https://www.apple.com/shop/product/HQXJ2ZM/A/Eve%20Door%20&%20Window%203-Pack%20(Matter)?fnode=7b85b4111a33637db27c5e08428ab90dbb6feeb3441d5ac8143db5ada738967115d18f88e876f9723a8f740792341c68d21fa1981d8b8479fa25490d43b35826506c83e610f8ab907d26d6326b7ae6c4985618df7f3bcf9bb8a15ec57762c23e48661a11aa5eed1085e7221e20debb97&fs=f%3Dsensor%26fh%3D482b%252B463e,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Door and Window Sensor
546,Ring (Amazon),Ring Alarm Contact Sensor,https://ring.com/,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Door and Window Sensor
547,Aqara,"Aqara Door and Window Sensor, Requires Aqara Hub, Not Support Hubs from Other Brands, Zigbee Connection, Wireless Mini Contact Sensor, Compatible with Apple HomeKit, Alexa, Works with IFTTT",https://a.co/d/f1RfHlT,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Door and Window Sensor
548,Aqara,"Aqara Door and Window Sensor P2, Matter Over Thread, Requires Thread Border Router, Contact Sensor with Remote Alarm and Local Automation, Supports Apple Home, Google Home, Alexa and SmartThings",https://a.co/d/g2F1xF0,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Door and Window Sensor
549,Eve,"Eve Door & Window – Smart Contact Sensor for Doors & Windows, Notifications (Open/Closed State), Automatic Control of Accessories & Scenes, no Bridge, Apple HomeKit, Bluetooth, Thread",https://a.co/d/8S8yduD,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Door and Window Sensor
550,Aqara,"T1 Door and Window Sensor- Requires Aqara Hub, Supports Apple HomeKit, Alexa, Google, SmartThings - White",https://www.bestbuy.com/site/t1-door-and-window-sensor-requires-aqara-hub-supports-apple-homekit-alexa-google-smartthings-white/6568829.p?skuId=6568829&utm_source=feed&ref=212&loc=19233071262&gad_source=1&gclid=Cj0KCQjwjLGyBhCYARIsAPqTz18j7WhHt9dDmw1ZvN-hSDZrBtUpdbD6XRkAD-kmZLoHdz6uYCBz61AaAqfwEALw_wcB&gclsrc=aw.ds,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Door and Window Sensor
551,Aqara,"Aqara Vibration Sensor, REQUIRES AQARA HUB, Zigbee Connection, Wireless Mini Glass Break Detector for Alarm System and Smart Home Automation, Compatible with Apple HomeKit, Works With IFTTT",https://a.co/d/huR5SbE,"Security, Safety& Entry Management",Comprehensive Security Systems/ Vibration Sensor (Theft Prevention)
552,Eve,Eve Motion (Matter) Sensor,https://www.apple.com/shop/product/HQWK2ZM/A/Eve%20Motion%20(Matter)%20Sensor?fnode=7b85b4111a33637db27c5e08428ab90dbb6feeb3441d5ac8143db5ada738967115d18f88e876f9723a8f740792341c68d21fa1981d8b8479fa25490d43b35826506c83e610f8ab907d26d6326b7ae6c4985618df7f3bcf9bb8a15ec57762c23e48661a11aa5eed1085e7221e20debb97&fs=f%3Dsensor%26fh%3D482b%252B463e,"Security, Safety& Entry Management",Comprehensive Security Systems/  Motion Sensor
553,Phillips Hue,Phillips Hue Outdoor Motion Sensor,https://www.apple.com/shop/product/HQY82ZM/A/phillips-hue-outdoor-motion-sensor?fnode=7b85b4111a33637db27c5e08428ab90dbb6feeb3441d5ac8143db5ada738967115d18f88e876f9723a8f740792341c68d21fa1981d8b8479fa25490d43b35826506c83e610f8ab907d26d6326b7ae6c4985618df7f3bcf9bb8a15ec57762c23e48661a11aa5eed1085e7221e20debb97&fs=f%3Dsensor%26fh%3D482b%252B463e,"Security, Safety& Entry Management",Comprehensive Security Systems/  Motion Sensor
554,Samsung,"Samsung SmartThings GP-U999SJVLBAA Magnetic Motion Sensor, White, 1 Count (Pack of 1)",https://www.amazon.com/Samsung-SmartThings-GP-U999SJVLBAA-Optional-Automated/dp/B07F8ZHBLS,"Security, Safety& Entry Management",Comprehensive Security Systems/  Motion Sensor
555,Aeotec,"Aeotec SmartThings Motion Sensor, Zigbee, Magnetic Mounting, Works with Smart Home Hub and Compatible Zigbee Hubs",https://a.co/d/cOBGiS4,"Security, Safety& Entry Management",Comprehensive Security Systems/  Motion Sensor
556,Aeotec,"Aeotec TriSensor, Z-Wave Plus S2 Enabled Zwave Motion Sensor, Temperature, Light Sensor, Work with Zwave Hub Smartthings 3-in 1 Security System, Battery Powered",https://a.co/d/eCIl0TR,"Security, Safety& Entry Management",Comprehensive Security Systems/  Motion Sensor
557,Aqara,"Aqara Motion Sensor P1, Requires AQARA HUB, 5-Year Battery Life, Configurable Detection Timeout, for Alert System and Automations, Compatible with HomeKit, Alexa, IFTTT",https://a.co/d/7AU6JOc,"Security, Safety& Entry Management",Comprehensive Security Systems/  Motion Sensor
558,Aqara,"Aqara - FP2 Presence Sensor- mmWave Radar Sensor, Zone Positioning, Multi-Person and Fall Detection, Sleep Monitoring - White",https://www.bestbuy.com/site/aqara-fp2-presence-sensor-mmwave-radar-sensor-zone-positioning-multi-person-and-fall-detection-sleep-monitoring-white/6568833.p?skuId=6568833&utm_source=feed&ref=212&loc=19233071262&gad_source=1&gclid=Cj0KCQjwjLGyBhCYARIsAPqTz1-v3RFIdRnOVuAOnruLezum4m9U3FlpUwzcIr458oj7S4SvBBlYDyEaApLTEALw_wcB&gclsrc=aw.ds,"Security, Safety& Entry Management",Comprehensive Security Systems/  Motion Sensor
559,Aeotec,"Aeotec SmartThings SmartThings Water Leak Sensor, ZigBee, Battery Powered, Smart Home Hub Compatible",https://a.co/d/igKR0qw,"Security, Safety& Entry Management",Comprehensive Security Systems/  Motion Sensor
560,YoLink,"YoLink LoRa Smart Outdoor Motion Detector Sensor, Driveway Alert, Property Invasion/Tresspassing Detector, 1/4 Mile Open Air Range, Email/SMS/Push Alerts, Alexa, IFTTT, Home Assistant (Hub Required)",https://a.co/d/i9itiar,"Security, Safety& Entry Management",Comprehensive Security Systems/  Motion Sensor
561,Aqara,"Aqara Motion and Light Sensor P2, Matter Over Thread, Requires Thread Border Router, Motion Detector with Light Sensor, for Various Automations, Supports Apple Home, Alexa and SmartThings",https://a.co/d/1njEYJT,"Security, Safety& Entry Management",Comprehensive Security Systems/  Motion and Light Sensor
562,AEOTEC,"AEOTEC SmartThings Camera, Cam 360, 360° x 96° Full Room Coverage, Sound Detection, Motion Detection, Privacy Feature, Free Cloud Storage Included",https://a.co/d/aZ1juXK,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
563,Arlo,Arlo Pro 3 Wire-Free Security Camera System,https://www.arlo.com/en-us/,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
564,Arlo,"Arlo Pro 3 Floodlight Camera - Wireless Security, 2K Video & HDR, Color Night Vision, 2 Way Audio, Wire-Free, Direct to WiFi No Hub Needed, 160° View, Works with Alexa, White - FB1001",https://a.co/d/eNj5tup,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
565,Arlo,"Arlo Essential Spotlight Camera - 2 Count (Pack of 1) Wireless Security, 1080p Video, Color Night Vision, Way Audio, Wire-Free, Direct to WiFi No Hub Needed, Compatible with Alexa, White, VMC2230",https://a.co/d/gXlknIw,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
566,Arlo,"Arlo Ultra - 4K UHD Wire-Free Security 3 Camera System | Indoor/Outdoor with Color Night Vision, 180° View, 2-Way Audio, Spotlight, Siren | Works with Alexa and Homekit | (VMS534)",https://a.co/d/bD0pvGz,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
567,Arlo,"Arlo Pro 3 Spotlight Camera - 2 Camera Security System - Wireless, 2K Video & HDR, Color Night Vision, 2 Way Audio, 160° View, Wire-Free, Works with Alexa, Black - VMS4240B",https://a.co/d/eQJAqU0,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
568,Arlo,"Arlo (VMC4030P-100NAS) Pro 2 - Add-on Camera, Rechargeable, Night Vision, Indoor/Outdoor, HD Video 1080p, Two-Way Talk, Wall Mount, Cloud Storage Included, Works with Arlo Pro Base Station, Kit Only",https://a.co/d/c1xoves,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
569,Arlo,"Arlo (VMC3040-100NAS) Q – Wired, 1080p HD Security Camera | Night Vision, Indoor Only, 2-Way Audio | Cloud Storage Included | Works with Alexa (VMC3040), White",https://a.co/d/4a0Lre8,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
570,ANRAN,"ANRAN 2K Security Cameras Wireless Outdoor, 3MP AI Motion Detection & Color Night Vision Home Security Cameras, Two-Way Talk, Spotlight Siren Alarm, Work with Alexa, Battery Powered, IP65",https://a.co/d/bAnTYY1,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
571,ANRAN,"ANRAN Solar Security Cameras Wireless Outdoor, 2K WiFi Surveillance Outdoor Camera for Home Security with Embedded Solar Panel, Color Night Vision, 2-Way Talk, IP67 Waterproof, Work with Alexa",https://a.co/d/bjzwQ1O,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
572,AOSU,"AOSU Security Camera Outdoor Wireless- 2K Wi-Fi Solar Camera Work with Alexa, Google Assistant for Home Security, Color Night Version, 2-Way Talk, Human Detection, IP65 Waterproof, Cloud/SD Storage",https://a.co/d/9tl3z9E,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
573,AOSU,"AOSU 2K Security Camera Indoor, Baby Monitor Pet Camera 360-Degree for Home Security,Camera with 5/2.4 GHz Wi-Fi Router, One-Touch Call, Smart Motion Tracking, IR Night Vision, Compatible with Alexa",https://a.co/d/2PkyLEJ,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
574,Geeni ,"Geeni Peek Smart Indoor Security Camera 1080p HD, Motion Alerts, 2 Way Audio, Night Vision, Compatible with Alexa & Google Home, White",https://a.co/d/bJ3YaAV,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
575,Geeni ,"Geeni Look Smart Indoor 1080p HD Security Camera with Night Vision, Motion Detection, 2-Way Audio, Works with Alexa and Google Home, Black",https://a.co/d/bS6gGZM,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
576,Geeni ,"Geeni Aware 1080p HD Smart Camera – Indoor Home Security Camera – No Hub Required – Motion Detection Camera – Smart Camera Works with Amazon Alexa and Google Home, Requires 2.4 GHz Wi-Fi",https://a.co/d/15k3il3,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
577,Geeni ,"Geeni Sentinel 1080p HD Pan & Tilt Baby Security Smart Camera, Indoor Camera for Home Security, No Hub Required, Smart Camera Works with Amazon Alexa & Google Home, Requires 2.4 GHz Wi-Fi",https://a.co/d/9ZNx50W,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
578,Geeni ,"Geeni Hawk 3 Outdoor Camera for Home Security, Smart Surveillance, WiFi, Night Vision, Motion Alert, 2-Way Audio, 1080p HD, Works with Alexa, Google Home - 2 Pack",https://a.co/d/6iboyqy,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
579,Geeni ,Geeni Scope 2K Quad HD Smart Auto-Tracking Security Camera Works with Alexa and Google Home,https://a.co/d/hfFQbsI,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
580,Geeni ,"Geeni Glimpse Indoor Home Security Camera - 1080p Video Wireless WiFi, 2-Way Audio, Motion Alert Phone App, Compatible with Alexa, Google Home, White",https://a.co/d/hHNXWCZ,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
581,Geeni ,"Geeni Sentry Wi-Fi Wireless Smart Floodlight Security Camera, 2-Way Audio, Motion Sensor Alarm, Audio Video Recording, Works with Alexa and Hey Google",https://a.co/d/7D8LCHB,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
582,Geeni ,"Geeni Hawk 3 Outdoor Camera for Home Security, Smart Surveillance, WiFi, Night Vision, Motion Alert, 2-Way Audio, 1080p HD, Works with Alexa, Google Home - 1 Pack",https://a.co/d/gzDXGQ2,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
583,D-Link,"D-Link mydlink 2K (1440p) Indoor WiFi Camera, 2K Resolution, Night Vision, AI Person Detection, 2-Way Audio, SD/Cloud Recording, Alexa, Google Assistant (DCS-8350LH)",https://a.co/d/6aE7V48,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
584,D-Link,"D-Link Indoor Home Security Camera Omna 180 Degree Cam, HD 1080P, Works with Apple HomeKit, Night Vision, 2 Way Audio, MicroSD Record (DSH-C310/AN)",https://a.co/d/jicaGHx,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
585,iView,"iView CAM100 Smart Home Security Camera with Motion Detection, Wireless Remote App Control | MaxStrata®",https://www.maxstrata.com/products/iview-cam100-smart-home-security-camera-with-motion-detection-wireless-remote-app-control-maxstrata-1?variant=38144626393264,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
586,litokam,"litokam 4MP Indoor Camera, Cameras for Home Security with Night Vision, Pet Camera with Phone App, 2.5K Indoor Security Camera, Motion Detection, 2-Way Audio, WiFi Camera Home Camera Works with Alexa",https://a.co/d/0ufKt3o,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
587,litokam,"litokam Indoor Camera, Cameras for Home Security with Night Vision, Pet Camera with Phone App, 2K Indoor Security Camera, Motion Detection, 2-Way Audio, WiFi Camera Home Camera Compatible with Alexa",https://a.co/d/8QicYgK,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
588,MCL DOMO,MCL DOM-CAM02 Wi-Fi 2MP Camera for Google Home/Amazon Alexa,https://amzn.eu/d/fSNu3JX,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
589,MCL DOMO,M.C.L MCL DOM-CAM02 Camera Wi-Fi 2MP for Google Home/Amazon Alexa,https://amzn.eu/d/1rzuKJz,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
590,Momentum Smart Home,Niro®2 Wifi Garage Controller Camera,https://momentumcam.com/products/niro-2-wifi-garage-controller-camera,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
591,Netatmo,Netamo Smart Outdoor Camera,https://shop.netatmo.com/en-us/security/cameras/camera-outdoor,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
592,Netatmo,Netamo Smart Outdoor Camera with Siren,https://shop.netatmo.com/en-us/security/cameras/smart-outdoor-camera-with-siren,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
593,Netatmo,Netamo Smart Indoor Camera,https://shop.netatmo.com/en-us/security/cameras/camera-indoor,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
594,Panasonic,"Panasonic HomeHawk Window Home Monitoring Camera for Outdoor Monitoring, Mounts to Inside Window, Color Night Vision, Wide Angle, 24/7 Full HD Recording, Person Detection, Alexa Compatible KX-HNC500",https://a.co/d/fk6z0hV,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
595,Q-See,"Q-See 4K Ultra HD Wi-Fi Cube Camera 2 Pack, Compatible with Alexa, Indoor, Night Vision Standalone Camera, White (QCW4K1MCW-2)",https://a.co/d/42c68lk,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
596,Google (Nest),"Google Nest Cam with Floodlight - Outdoor Camera - Floodlight Security Camera, White, 1 Count (Pack of 1)
",https://a.co/d/9mg6wjs,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
597,Google (Nest),Nest Cam Indoor,https://store.google.com/us/product/nest_cam_indoor?hl=en-US,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
598,Google (Nest),Nest Cam Outdoor,https://store.google.com/us/category/nest_cams?hl=en-US,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
599,Google (Nest),Nest Cam IQ Outdoor,https://www.security.org/security-cameras/nest/review/iq-outdoor/,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
600,Bawofu,"Bawofu Home Security Camera, Tuya 3MP Indoor Pan-Tilt Smart Camera for Baby & Pet with Motion Tracking, 2-Way Audio, IR Night Vision, Siren, Compatible with Alexa & Google Home, 2.4GHz WiFi",https://a.co/d/05jdRGr,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
601,UPULTRA,"UPULTRA Light Bulb Camera Security Camera 2packs 1080P Wireless WiFi Outdoor Home IP Camera E27 360 Degree Panoramic,Motion Detection and Alarm,Two-Way Audio,Night Vision",https://a.co/d/g5m9AA6,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
602,SimCam Smart Home,SimCam Smart Home Alloy Outdoor AI Camera,https://www.globalsources.com/product/smart-home-ai-wifi-camera-security-camera_1173284314f.htm,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
603,SENTKENG,"Home Security Camera, Color Night Vision, Two-Way intercom, auto-Tracking, Works with Alexa Google Home, Outdoor Rainproof, 2.5K HD, Cloud and SD Card, Tuya Smart & Smart Life APP,2.4G&5G WiFi&RJ45",https://a.co/d/gp7Rhcm,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
604,Funxwe,Funxwe Tuya Smart Life WiFi Security PTZ Camera Auto Tracking Motion Detection Wireless Camera with SD Card Slot Cloud Storage Waterproof for Baby Pet Monitor Waterproof,https://a.co/d/gCzfQKo,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
605,SpotCam,"SpotCam TC1 2K Cloud AI WiFi Business Dome IP Camera, Indoor, 2.4/5 GHz Wi-Fi Dual-Band, Two Way Audio, Night Vision, Human Detection, Support SD Card, Free 24 Hour Cloud Recording, Made in Taiwan",https://a.co/d/dqCezEH,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
606,Swann,"Swann Home DVR Security Camera System with 2TB HDD, 16 Channel 8 Camera, 4K Ultra HD Video, Indoor or Outdoor Wired Surveillance CCTV, Color Night Vision, Heat Motion Detection, LED Lights, 1655808",https://a.co/d/c9Qp0ER,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
607,Swann,"Swann Home DVR Security Camera System with 1TB HDD, 8 Channel 4 Camera, 1080p Full HD Video, Indoor or Outdoor Wired Surveillance CCTV, Color Night Vision, Heat Motion Detection, LED Lights, 845804",https://a.co/d/3wSSavW,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
608,Swann,"Swann 4K Master Security Camera System, 8 Bullet 8 Dome IP Cameras, 16-Ch NVR with 2TB HDD, Indoor/Outdoor PoE Wired, 24/7 Home Surveillance, Color Night Vision, True Detect, Spotlights, 1676808B8D",https://a.co/d/io080ZG,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
609,Kasa Smart,"Kasa Smart 2023 New Indoor Pan-Tilt Security Camera, 1080p HD Dog Camera w/Night Vision, Motion Detection for Baby & Pet Monitor, Cloud & SD Card Storage, Works w/Alexa & Google Home, 2.4G WiFi (EC71)",https://a.co/d/a3mYVa7,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
610,Kasa Smart,"Kasa Smart Security Camera for Baby monitor, 1080p HD Indoor-Camera for Home Security with Motion Detection, Two-Way Audio, Night Vision, Cloud & SD Card Storage, Works with Alexa & Google Home (EC60)",https://a.co/d/c8iSKsG,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Camera
